trace_id,timestamp,domain,latency_ms,is_error
dc6bf295d91c91ef8e02113b75d66e6c,2026-08-25T02:02:55.904116+00:00,site_latency,306.39,False
d6b9c20a6c3c3c2bb15df3dab7b018da,2026-08-25T02:02:56.681112+00:00,site_latency,309.25,False
07749245b3dd086c026702b85a42e2f9,2026-08-25T02:02:56.996372+00:00,pix,93.11,False
c34abb709104eb56ca6811f9173d90ea,2026-08-25T02:02:56.928371+00:00,checkout,206.2,False
bdb49be4c77bc6b9b81cf1959d51b3e9,2026-08-25T02:02:57.697440+00:00,api_generic,55.56,False
dffe164ab2379056d3fbeef9967aed6b,2026-08-25T02:02:57.805094+00:00,site_latency,306.7,False
981abc97b2a99335da8dae81f6afae78,2026-08-25T02:02:58.032126+00:00,site_latency,129.05,False
13f844d00eee2d6cab9169d278a25975,2026-08-25T02:02:58.057953+00:00,api_generic,132.26,False
c1935c0d1637ad75b1ae6819a93db988,2026-08-25T02:02:58.071201+00:00,site_latency,406.26,False
973e5298a58286043ac33d98184fa3c9,2026-08-25T02:02:58.636680+00:00,api_generic,67.34,False
88e2d345db2830d33a56024d4a78de3b,2026-08-25T02:02:58.601997+00:00,api_generic,118.5,False
018c3df0740dfa3acab6e9a41940fc0d,2026-08-25T02:02:58.840752+00:00,api_generic,70.22,False
a540548271f71ad447b2355d613abe1f,2026-08-25T02:02:58.771663+00:00,api_generic,149.32,True
d30abcfc730bc7a7d56bad7c0e88b1bd,2026-08-25T02:02:57.912772+00:00,site_latency,1271.05,False
d7cd38d3945a3a6dcb11bf49e01c2ab4,2026-08-25T02:02:59.190958+00:00,site_latency,214.13,False
493d35a95502d836969926987b9eb743,2026-08-25T02:02:59.438073+00:00,api_generic,83.61,False
c2a640966f9f386693cbd666fb90ef9d,2026-08-25T02:02:59.480243+00:00,site_latency,144.08,False
3ce7ae459f8ba049ace3f5a1b2b3a2fa,2026-08-25T02:02:59.499160+00:00,checkout,154.89,False
230d403698c8ab715a73a0c667b8cbd4,2026-08-25T02:02:59.814779+00:00,api_generic,58.82,False
0ec200b3dd95c88a39d3e86f75f01e46,2026-08-25T02:02:59.836144+00:00,site_latency,147.1,False
0db5815f2c789c65608ad42c77e2867e,2026-08-25T02:03:00.041348+00:00,api_generic,66.08,False
2bfdb7f631c6f778c34eb709b72a2485,2026-08-25T02:03:00.123890+00:00,pix,184.65,False
dcc7ad808df6fa18af8edb2e149aef17,2026-08-25T02:03:00.900440+00:00,checkout,262.44,False
30d2142fa362b598cf16dc40f156a081,2026-08-25T02:03:01.022703+00:00,site_latency,285.86,False
d0adcf4b0de15951a7ee615a25e28d03,2026-08-25T02:03:01.282907+00:00,api_generic,83.81,False
8f5fcd2d8d121645a5c54bb8607edbdf,2026-08-25T02:03:01.283121+00:00,api_generic,207.34,False
b08b5c597fd80449c259d6a738965141,2026-08-25T02:03:01.536284+00:00,site_latency,121.17,False
756b6d3d3892ea60bd2acaf61fc96563,2026-08-25T02:03:01.640085+00:00,site_latency,349.47,False
a5d72ead6586ad61a977895fade5a743,2026-08-25T02:03:01.876490+00:00,site_latency,302.5,False
bbf657d2f45f15490e9bf711ce874824,2026-08-25T02:03:02.067547+00:00,checkout,193.26,False
f2fddad02f37badc27cb379fbfd7c7ac,2026-08-25T02:03:01.798402+00:00,checkout,467.68,False
a0cf15083f114b51ec0821b9c913ee0a,2026-08-25T02:03:02.055601+00:00,site_latency,238.76,False
999a63c2d44a5cc32d994a26c4dc2bef,2026-08-25T02:03:02.328368+00:00,site_latency,300.42,False
0424649b9fad90e51864dd13d681861b,2026-08-25T02:03:02.205190+00:00,site_latency,465.67,False
14e9e61d0c327311d87eb26dc58dfd47,2026-08-25T02:03:02.693411+00:00,api_generic,139.01,False
1b781944e00dde243c4ef1c750265c24,2026-08-25T02:03:03.058286+00:00,site_latency,74.21,False
cf14a774d5a8073eaddfd129dce2670f,2026-08-25T02:03:03.201807+00:00,pix,76.54,False
053e26cd6383c1b22147476f2e97b8f7,2026-08-25T02:03:03.218018+00:00,api_generic,78.7,False
ef5ce248c390208298920602fb7f5776,2026-08-25T02:03:02.856863+00:00,checkout,442.26,False
257621f3f6c2dfa692bc85901cc76029,2026-08-25T02:03:03.325123+00:00,site_latency,328.03,False
c302425b2a7864c4854cf57ee72c60e6,2026-08-25T02:03:03.918616+00:00,api_generic,109.25,False
56b3ba0c52b5489f2701b2615fdd18a9,2026-08-25T02:03:03.831158+00:00,checkout,762.63,True
7999e7dff8fdf6dd420771976fb981d7,2026-08-25T02:03:04.632152+00:00,checkout,278.96,False
c3c7c0d51191eacf598375f590d15fb2,2026-08-25T02:03:04.965139+00:00,api_generic,47.59,False
d95099896657b6bb1c0b2156d92ae1cc,2026-08-25T02:03:05.188829+00:00,site_latency,139.33,False
369f7bfcabae9e6776bbd94e05144181,2026-08-25T02:03:05.236721+00:00,pix,130.39,False
9fe95905032b24888c807bfe3d5ae618,2026-08-25T02:03:05.142647+00:00,checkout,261.03,False
c68da798e0358268d19f32a01e2f1a3b,2026-08-25T02:03:05.422411+00:00,site_latency,93.48,False
db404df1c07dda9187577356b2bfb337,2026-08-25T02:03:05.343984+00:00,pix,186.89,False
f42ce3e40db678e4ec696d674eed56e9,2026-08-25T02:03:05.375499+00:00,checkout,160.36,False
06c9751e5021c618cfed080027b5a187,2026-08-25T02:03:05.517479+00:00,api_generic,88.04,False
9b75631c74055e45085906120bccea44,2026-08-25T02:03:05.262426+00:00,checkout,358.47,False
e4087c57f4b6aaf9440ca9945e38d25b,2026-08-25T02:03:05.644868+00:00,site_latency,68.36,False
0179bdec81c63a8f3ddf4dd38c8feae4,2026-08-25T02:03:05.572239+00:00,checkout,358.74,False
1bedae1a0e74c6d634ab11b77f505b10,2026-08-25T02:03:06.000681+00:00,api_generic,136.34,False
b830dccb190e89c3b4a75933646ca85d,2026-08-25T02:03:06.135436+00:00,checkout,250.57,False
d24153682f3e3198ddc0f28914911250,2026-08-25T02:03:06.178556+00:00,checkout,351.45,False
bcc652e244e83235b85776410c202e4b,2026-08-25T02:03:06.739799+00:00,api_generic,58.95,False
762e7da18085f7c71e7cca81488f2572,2026-08-25T02:03:06.439490+00:00,checkout,482.66,False
50acc900109a7629403c94c9acec1fb0,2026-08-25T02:03:06.834976+00:00,site_latency,176.58,False
55df05c532b180d594e9bdeb77c1e778,2026-08-25T02:03:06.993557+00:00,checkout,380.04,False
00d3da521a4d41772b97059f1f9417ab,2026-08-25T02:03:07.380481+00:00,pix,122.29,False
4df344c1cca1424e15c221aeba2c3a97,2026-08-25T02:03:07.494384+00:00,api_generic,118.58,False
eb831a2e325d0447c460abd454de31b3,2026-08-25T02:03:07.780534+00:00,site_latency,103.16,False
6f6f7cc06137930f3349bdc1c54f062e,2026-08-25T02:03:07.567755+00:00,api_generic,340.47,False
572819abd78ccb27a90a74634565ea34,2026-08-25T02:03:07.872155+00:00,api_generic,99.47,False
1cbf58e8c20a2f6df2c085d71d7f6ffc,2026-08-25T02:03:08.152091+00:00,api_generic,69.73,False
7cb386321e9eb7d8a4cca8360ad0849c,2026-08-25T02:03:08.161158+00:00,api_generic,68.97,False
644288412e49612e4d38a5f8e373427d,2026-08-25T02:03:08.422124+00:00,site_latency,242.23,False
4ca73d6722355db0ba6464784fe145d3,2026-08-25T02:03:08.621593+00:00,api_generic,94.44,False
6be6c1f662ca9e27f552cce157f00a1f,2026-08-25T02:03:08.672036+00:00,api_generic,102.75,False
99f2bd737bf231ead814b629d2ca6c68,2026-08-25T02:03:08.555427+00:00,checkout,267.79,False
7bcb221605a8271dbaf9b6bdf37de516,2026-08-25T02:03:08.725363+00:00,checkout,138.45,False
eb4af17858d974983e25a512e5978343,2026-08-25T02:03:09.299026+00:00,api_generic,78.34,False
26a09eae35b30cb8751d005a9cc6ed43,2026-08-25T02:03:09.344826+00:00,site_latency,274.73,False
c6d27d962bd110f5afdfcc8d1300b1a7,2026-08-25T02:03:09.617260+00:00,site_latency,234.73,False
2cc7b276fb478a7b503f8f6837d5cf15,2026-08-25T02:03:09.817014+00:00,api_generic,40.02,False
